ID,Keyword,Cluster,Search Intent,Estimated Difficulty,Business Value,Priority Score,Recommended Page Type,Primary Funnel Stage,Notes
1158,BMC Helix workflow automation consultant,ITSM tools and migrations,Transactional,40,5,100,Service or landing page,Decision,tool action
1159,business intelligence dashboards company,Dashboards and BI,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1160,business intelligence dashboards company Cambodia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1161,business intelligence dashboards company Hanoi,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1162,business intelligence dashboards company Indonesia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1163,business intelligence dashboards company Malaysia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1164,business intelligence dashboards company Philippines,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1165,business intelligence dashboards company Thailand,AI automation and agents,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1166,business intelligence dashboards company Vietnam,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1167,business intelligence dashboards consultant,Dashboards and BI,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1168,business intelligence dashboards consultant Cambodia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1169,business intelligence dashboards consultant Hanoi,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1170,business intelligence dashboards consultant Indonesia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1171,business intelligence dashboards consultant Malaysia,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1172,business intelligence dashboards consultant Philippines,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1173,business intelligence dashboards consultant Thailand,AI automation and agents,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1174,business intelligence dashboards consultant Vietnam,Dashboards and BI,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1175,business intelligence dashboards cost,Dashboards and BI,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1176,business intelligence dashboards pricing,Dashboards and BI,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1177,change management ITIL consultant,ITSM and ITIL authority,Transactional,40,5,100,Service or landing page,Decision,seed priority
1178,cloud cost waste consulting,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,pain transactional
1179,cloud infrastructure consulting company,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1180,cloud infrastructure consulting company Cambodia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1181,cloud infrastructure consulting company Hanoi,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1182,cloud infrastructure consulting company Indonesia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1183,cloud infrastructure consulting company Malaysia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1184,cloud infrastructure consulting company Philippines,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1185,cloud infrastructure consulting company Thailand,AI automation and agents,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1186,cloud infrastructure consulting company Vietnam,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1187,cloud infrastructure consulting consultant,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1188,cloud infrastructure consulting consultant Cambodia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1189,cloud infrastructure consulting consultant Hanoi,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1190,cloud infrastructure consulting consultant Indonesia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1191,cloud infrastructure consulting consultant Malaysia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1192,cloud infrastructure consulting consultant Philippines,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1193,cloud infrastructure consulting consultant Thailand,AI automation and agents,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1194,cloud infrastructure consulting consultant Vietnam,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1195,cloud infrastructure consulting cost,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1196,cloud infrastructure consulting pricing,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1197,cloud migration consulting company,Cloud and infrastructure,Transactional,40,5,100,Service or landing page,Decision,transactional modifier
1198,cloud migration consulting company Cambodia,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
1199,cloud migration consulting company Hanoi,Cloud and infrastructure,Local/Transactional,40,5,100,Location landing page,Decision,service x location
